,Unnamed: 0,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,User_Satisfaction,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE
18812,18815,2.7,116.0,0.0,0.0,-4.0,-19.8,1.0,36162,7292,488,170065,427,9727
9483,9485,11.475,182.0,0.0,0.0,-4.0,-19.8,1.0,4523,3448,930,182652,118,5012
5034,5035,177.604,171114.0,7.411,1558.0,-3.0,-19.8,0.0,103461,3250,910,170137,3397,3651
20272,20275,769.4320000000001,307281.0,140.204,18680.0,-3.0,-19.7,1.0,37673,4982,1127,113062,1527,9848
13402,13404,1413.4920000000004,487266.0,0.0,0.0,-4.0,-19.8,1.0,44823,6022,3145,257037,5324,1694
19302,19305,56.667,32695.0,0.0,0.0,-6.0,29.0,1.0,148466,8348,2716,195748,5514,14327
21818,21821,159.36100000000005,132318.0,46.733,12647.0,-4.0,28.0,0.0,93506,4463,1009,213224,1609,1196
3229,3229,856.0,435327.0,11.986,2876.0,-7.0,-19.8,1.0,69310,1127,1853,163583,387,1722
13816,13818,3.904,50.0,0.0,0.0,-6.0,29.8,0.0,49202,2907,908,165569,4086,9962
21708,21711,80.69,40645.0,0.0,0.0,-6.0,27.6,0.0,65401,3121,883,249230,1778,2476
4607,4608,6.659,85.0,0.0,0.0,-6.0,29.8,1.0,102661,4472,2667,106577,3899,9293
14439,14441,760.313,254625.0,0.0,0.0,-6.0,-19.9,0.0,74083,1082,1465,14363,3083,4940
8563,8564,75.532,13182.0,10.957,216.0,-3.0,-19.8,1.0,36640,969,1287,168879,3676,14481
5218,5219,43.294,32144.0,0.0,0.0,-3.0,29.8,0.0,148480,2429,556,159619,6373,5329
15822,15825,32.314,2973.0,4.391,79.0,-6.0,28.6,0.0,59447,2971,3066,88911,5652,10826
13861,13863,0.0,0.0,2.341,38.0,-6.0,25.0,1.0,81037,883,2872,160303,2876,3042
4030,4031,12.973,5774.0,0.0,0.0,-3.0,2.7,0.0,73761,3541,704,23929,4602,1548
22284,22287,3.276,37.0,0.0,0.0,-3.0,23.8,0.0,89895,1175,211,105867,1032,6476
7581,7582,67.722,25141.0,0.0,0.0,-4.0,-19.8,0.0,74093,3301,3364,114820,2651,1434
6679,6680,11.868,13635.0,0.0,0.0,-5.0,24.0,0.0,83007,19,2382,111792,3680,2601
11005,11007,35.54400000000001,11961.0,0.0,0.0,-6.0,-19.8,0.0,68253,4281,1388,104182,4596,1519
670,670,30.481,14866.0,0.0,0.0,-8.0,13.8,0.0,57294,7232,2312,204005,770,14446
5327,5328,27.42,11944.0,71.167,70690.0,-6.0,29.0,0.0,64063,4683,1620,264382,2580,4050
14780,14782,35.97,6761.0,515.663,74479.0,-5.0,-19.8,1.0,86400,5558,1913,101419,2652,9371
13937,13939,5143.626,1770795.0,15.074000000000002,332.0,-7.0,23.0,0.0,79496,7446,2278,218532,3944,12790
4527,4528,277.796,190975.0,0.0,0.0,-5.0,29.8,0.0,102459,1316,2723,242954,2897,8314
123,123,460.33,837884.0,0.0,0.0,-5.0,29.8,1.0,77739,7620,354,156113,2121,12517
13757,13759,219.96300000000005,62378.0,63.088,4696.0,-3.0,-19.9,0.0,63224,3999,1773,200335,419,5055
16544,16547,218.502,261245.0,2.4,22.0,-4.0,29.0,0.0,96465,5775,858,141012,1451,1133
10119,10121,4.655,44.0,0.0,0.0,-3.0,24.6,0.0,51666,2624,271,189928,1404,9561
6984,6985,315.976,176171.0,0.0,0.0,-7.0,28.8,1.0,105455,593,1835,166765,553,8963
356,356,62.49800000000001,11055.0,0.0,0.0,-7.0,-19.8,0.0,36041,4886,605,221362,5,11549
2979,2979,102.359,34609.0,2.589,26.0,-7.0,22.4,0.0,35735,6802,868,122909,2004,1377
14867,14869,108.756,27314.0,0.0,0.0,-3.0,26.2,0.0,79122,2321,2782,145655,1365,1785
6297,6298,54.457,11422.0,2.099,167.0,-7.0,24.0,1.0,43969,1936,2424,178000,5469,5113
21005,21008,187.045,130395.0,0.0,0.0,-3.0,26.0,0.0,82183,3868,2544,16243,1351,11776
8393,8394,14.518,51633.0,0.0,0.0,-7.0,20.2,0.0,86008,2252,1857,32885,1566,5541
10572,10574,148.111,18957.0,30.569000000000006,2952.0,-3.0,-19.8,1.0,43153,2757,3623,128069,4359,2185
21329,21332,470.5330000000001,355980.0,22.848000000000006,6891.0,-4.0,-19.8,0.0,144085,945,181,187425,590,3300
18117,18120,0.0,0.0,737.5830000000003,76731.0,-8.0,19.5,1.0,141319,1626,1480,5097,1008,7919
7851,7852,4.613,61.0,0.0,0.0,-7.0,23.8,0.0,68073,5231,2015,142412,6253,1793
22720,22723,9.9,155.0,0.0,0.0,-6.0,29.0,0.0,59433,200,1156,103380,2829,11868
3818,3819,50.221,21597.0,0.0,0.0,-6.0,18.4,0.0,69204,3273,1215,234121,1150,1478
22694,22697,84.445,29842.0,40.22,5693.0,-3.0,-19.8,1.0,91187,6402,1241,103877,4709,13127
9314,9316,2.802,31.0,8.985,245.0,-6.0,23.4,1.0,98683,2029,1182,147291,4082,5364
264,264,54.50100000000001,11927.0,0.0,0.0,-5.0,-19.9,0.0,56091,2226,1668,158704,2563,7161
14344,14346,11.7,6386.0,0.0,0.0,-6.0,25.2,0.0,56687,4915,2052,5174,4262,1457
7160,7161,55.923,4535.0,0.0,0.0,-6.0,22.0,1.0,63508,6163,395,220161,2848,3599
14062,14064,14.374,1929.0,28.316,6373.0,-15.0,-20.0,0.0,92958,1169,1742,155673,4454,2047
9816,9818,133.665,32731.0,0.0,0.0,-7.0,25.6,0.0,757,5069,2316,118649,3338,4358
22850,22853,2.4,53.0,0.0,0.0,-6.0,29.8,0.0,60338,8328,858,178113,1824,10810
3756,3756,59.95,43213.0,0.0,0.0,-4.0,-19.8,0.0,112269,1068,781,261048,3099,393
16930,16933,16.758,11552.0,361.96000000000015,82846.0,-5.0,-19.9,0.0,83742,4504,1273,153664,4746,3995
21518,21521,96.936,58366.0,2.267,107.0,-3.0,-19.8,1.0,46455,4875,2204,155388,2375,8149
16168,16171,603.1010000000001,489714.0,0.0,0.0,-3.0,-19.8,0.0,94189,6280,2130,163939,4136,7537
10880,10882,8.14,22629.0,0.0,0.0,-7.0,19.0,0.0,97157,8054,602,261404,2553,2259
19261,19264,51.95399999999999,31942.0,0.0,0.0,-6.0,28.4,0.0,87579,2409,1504,175050,1928,985
4427,4428,34.67,23518.0,0.0,0.0,-6.0,28.0,0.0,110376,1464,1656,145585,4196,8660
11265,11267,3.254,35.0,0.0,0.0,-3.0,19.2,0.0,56888,1950,2586,228286,2601,5766
2898,2898,939.288,410081.0,1308.476,268445.0,-3.0,-19.8,0.0,108671,4606,1032,173251,2176,2742
10494,10496,942.14,492526.0,57.1,15724.0,-6.0,27.4,0.0,72928,3959,3147,150151,614,6187
18706,18709,4.975,88.0,0.0,0.0,-6.0,28.6,0.0,47906,4614,696,122153,4768,1391
6470,6471,151.872,74579.0,74.66199999999998,21081.0,-5.0,25.0,0.0,78929,3667,109,154286,4500,5403
1626,1626,41.519,39681.0,4.621,30.0,-3.0,-19.8,1.0,45498,157,885,570,3927,10018
15575,15578,4155.462,2572793.0,0.0,0.0,-3.0,25.0,1.0,81483,4616,2812,197000,825,9041
14475,14477,26.309,18481.0,0.0,0.0,-4.0,-19.7,0.0,87919,3022,996,180861,1798,3941
14325,14327,2.399,58.0,0.0,0.0,-6.0,29.4,0.0,81665,2968,2802,23589,5985,9584
21821,21824,232.248,55518.0,0.0,0.0,-6.0,23.0,1.0,8261,54,1169,120715,587,362
19842,19845,4.734999999999999,68.0,0.0,0.0,-3.0,28.4,1.0,53645,175,1098,78425,4298,719
7273,7274,1451.289,1062317.0,149.984,18820.0,-7.0,25.7,1.0,147973,9053,3717,96564,2179,2934
1838,1838,30.633000000000006,22352.0,0.0,0.0,-7.0,25.2,1.0,97941,6544,2004,253423,5403,7556
9870,9872,613.565,599878.0,110.59,89857.0,-6.0,26.8,0.0,134936,3990,1407,280851,4536,1279
16810,16813,2.266,31.0,0.0,0.0,-3.0,29.8,0.0,48286,3617,997,232797,3368,13158
6080,6081,217.136,217243.0,4.791,647.0,-3.0,26.6,0.0,34713,3571,51,145140,4544,5172
18234,18237,35.918,24482.0,0.0,0.0,-7.0,-19.9,0.0,59719,3688,2113,20243,2335,8578
19259,19262,15.194,5608.0,0.0,0.0,-3.0,-19.8,0.0,34880,3357,1471,71238,142,5601
15342,15345,98.56299999999999,72254.0,0.0,0.0,-3.0,28.6,0.0,35471,1487,3559,261149,3048,5227
1938,1938,119.219,87031.0,0.0,0.0,-4.0,-19.8,0.0,83886,5763,1239,48337,3861,5810
4229,4230,134.036,31531.0,0.0,0.0,-3.0,-19.8,0.0,24213,2405,550,201917,906,5401
21691,21694,2488.1650000000004,2731624.0,38.431,20232.0,-6.0,26.6,0.0,82934,1061,1940,229344,5331,8667
438,438,256.355,183381.0,0.0,0.0,-6.0,29.6,0.0,5362,4951,550,241247,3166,2484
23625,23628,2.4090000000000003,20.0,0.0,0.0,-6.0,28.6,1.0,64874,5621,4112,247542,1011,7936
22280,22283,57.402,11763.0,6.135,82.0,-3.0,-19.8,1.0,3067,4218,2994,11394,2464,5229
3857,3858,0.0,0.0,6.89,80.0,-5.0,20.6,1.0,65803,1472,2966,215297,2537,2879
22841,22844,61.468999999999994,29671.0,0.0,0.0,-7.0,26.4,0.0,72067,2122,442,167199,4995,1884
908,908,72.218,34874.0,0.0,0.0,-6.0,27.8,0.0,87207,2999,4200,154482,2286,7028
11923,11925,12.277000000000001,4303.0,0.0,0.0,-6.0,27.2,1.0,80337,4081,1840,41191,2906,8502
14400,14402,15.493000000000002,9512.0,33.016999999999996,3734.0,-6.0,27.2,0.0,104311,6025,2995,177410,6510,2246
16008,16011,671.1569999999998,493574.0,0.0,0.0,-3.0,-19.8,0.0,45467,3484,3476,117790,1792,4829
19879,19882,2.148,35.0,0.0,0.0,-3.0,29.0,1.0,33342,3609,4375,153000,4455,3927
11618,11620,7.2860000000000005,134.0,104.32999999999998,6025.0,-6.0,-19.8,1.0,74223,7837,1463,140464,3665,2055
12428,12430,0.0,0.0,2869.804,309700.0,-7.0,19.7,1.0,49038,5807,3401,158719,1561,3101
13105,13107,6146.880000000001,2499649.0,1620.2390000000007,349018.0,-6.0,27.2,1.0,60958,5884,263,24182,1652,5869
22320,22323,296.422,100752.0,0.0,0.0,-6.0,28.6,0.0,78216,4370,2476,96430,2502,5489
5995,5996,2.175,35.0,3.614,42.0,-6.0,28.8,1.0,98545,6237,409,129948,4473,4756
21019,21022,304.90699999999987,89602.0,0.0,0.0,-6.0,15.0,1.0,50706,8287,2631,116273,2100,815
537,537,224.801,51442.0,0.0,0.0,-4.0,27.0,0.0,94051,5635,1130,217974,4448,1535
18198,18201,2.084,6.0,0.0,0.0,-7.0,20.0,0.0,69821,7178,2164,202140,1282,11165
14488,14490,7374.415999999997,3541336.0,23.88300000000001,4157.0,-7.0,29.7,1.0,67071,6300,453,184336,1527,14357
18042,18045,323.05500000000006,97779.0,4.859,71.0,-7.0,17.8,1.0,51905,3638,1955,241469,3210,8304
11023,11025,1724.549,899335.0,335.0180000000001,71487.0,-3.0,-19.8,1.0,31895,3178,788,153179,2369,8275
19840,19843,6.624,109.0,2.206,36.0,-6.0,15.0,1.0,4497,2973,1704,198037,2766,10399
18097,18100,372.2339999999999,126446.0,319.623,48791.0,-6.0,28.8,0.0,73680,3915,2344,104072,490,8963
414,414,39.298,7916.0,0.0,0.0,-4.0,-19.8,0.0,73570,7820,1650,248455,1834,3425
23599,23602,18.303,230.0,0.0,0.0,-5.0,-19.9,1.0,5081,4005,607,205012,2291,1284
17136,17139,425.324,287723.0,0.0,0.0,-7.0,20.0,0.0,64118,1429,439,196198,3525,9153
15927,15930,87.26599999999998,11778.0,0.0,0.0,-4.0,-19.9,0.0,53557,4722,2378,215662,3066,5017
9665,9667,12.022,74.0,0.0,0.0,-3.0,-19.8,1.0,57302,983,1671,214054,2730,4929
2264,2264,36.025,21224.0,0.0,0.0,-3.0,3.0,0.0,121046,3374,1515,77011,3263,2910
6681,6682,631.115,540613.0,119.705,40715.0,-7.0,23.7,0.0,81184,1171,57,113829,6436,7255
2674,2674,2.252,21.0,0.0,0.0,-5.0,29.4,1.0,34620,845,997,22769,2820,3579
23138,23141,77.19399999999997,21600.0,0.0,0.0,-6.0,-19.9,0.0,56359,4033,1931,104116,3395,2089
7347,7348,212.877,138650.0,0.0,0.0,-6.0,-19.9,1.0,91147,8053,1903,63923,1352,2257
15799,15802,177.24900000000005,201774.0,35.955,4157.0,-3.0,-19.8,1.0,70048,39,4254,188539,3470,14733
20343,20346,4.27,17.0,0.0,0.0,-6.0,24.6,0.0,98621,9563,1553,107106,1319,3404
14087,14089,268.154,165182.0,3.542,176.0,-5.0,-19.9,1.0,133,922,2576,176046,2714,1223
13386,13388,95.447,33368.0,0.0,0.0,-6.0,29.6,0.0,35022,187,2794,190665,280,10589
6656,6657,65.155,12520.0,0.0,0.0,-6.0,29.6,1.0,50809,2478,1869,240921,3010,2664
7313,7314,5.553,3917.0,2.584,21.0,-7.0,26.4,0.0,78672,3058,1476,222514,492,1796
21662,21665,6750.109999999999,1675251.0,1514.1240000000007,215097.0,-6.0,26.4,0.0,53128,1040,761,84197,2398,906
20399,20402,0.0,0.0,4.542,45.0,-7.0,29.6,0.0,79272,2285,1708,133269,1237,4554
12342,12344,2035.0330000000006,2637117.0,585.164,132716.0,-3.0,29.6,0.0,49974,949,1473,262990,4648,3947
6497,6498,1201.368,1151914.0,59.03,14355.0,-6.0,29.2,0.0,47578,5387,4952,151999,1189,588
16361,16364,11.509,8121.0,0.0,0.0,-6.0,-19.9,1.0,104537,2206,4671,264476,3096,8446
16180,16183,123.676,50051.0,0.0,0.0,-3.0,-19.8,0.0,99184,1248,1761,16577,529,6590
23616,23619,189.116,42555.0,0.0,0.0,-3.0,-19.8,0.0,45770,327,4292,10916,756,2584
1107,1107,236.174,77026.0,2686.375,368244.0,-6.0,-19.8,0.0,35877,3256,1317,174831,69,3533
12792,12794,244.867,158988.0,0.0,0.0,-6.0,27.4,1.0,12758,480,1102,119431,4130,3290
6063,6064,2001.066,814225.0,2.221,70.0,-7.0,17.2,0.0,42808,806,4448,232260,520,3447
9938,9940,439.698,468753.0,0.0,0.0,-6.0,28.2,0.0,97589,4977,2385,162612,690,5141
20123,20126,2.324,15.0,0.0,0.0,-3.0,-19.8,0.0,76449,5940,1218,189383,3518,6404
15624,15627,49.669,16830.0,0.0,0.0,-4.0,-19.8,1.0,54585,3825,1742,226728,2438,262
17014,17017,30.718000000000004,7795.0,0.0,0.0,-7.0,-19.9,1.0,92653,5602,1095,165355,6416,872
456,456,798.7189999999998,750323.0,0.0,0.0,-3.0,-19.8,1.0,71895,4832,244,243221,1576,5495
18708,18711,5.166,459.0,0.0,0.0,-7.0,24.5,1.0,88204,3971,2367,135039,406,3469
15508,15511,89.95299999999996,70007.0,0.0,0.0,-6.0,29.2,0.0,57974,2801,1217,54278,1185,2589
14205,14207,786.4340000000003,282576.0,61.37000000000001,14401.0,-4.0,-19.8,0.0,82757,5761,1647,130541,800,4626
21606,21609,52.995,20414.0,0.0,0.0,-6.0,29.8,0.0,100636,6542,1234,163398,3837,2168
249,249,70.721,50334.0,0.0,0.0,-9.0,-19.9,1.0,112060,3456,1198,172512,3142,4690
1996,1996,392.512,511903.0,0.0,0.0,-4.0,-19.8,0.0,32583,4339,1044,299402,1286,7831
10309,10311,30.489,4293.0,0.0,0.0,-3.0,2.8,0.0,81487,4100,3645,130675,5273,14816
12280,12282,55.094,31543.0,247.83600000000004,45348.0,-5.0,-19.9,1.0,96590,5548,229,296655,1673,3951
17634,17637,6.55,17355.0,0.0,0.0,-6.0,28.6,0.0,86802,2007,394,122875,1365,637
9376,9378,186.735,85066.0,0.0,0.0,-6.0,28.8,0.0,67019,3558,2148,165660,4228,2203
13898,13900,0.0,0.0,4.075,48.0,-4.0,2.7,0.0,97767,1221,1022,68641,2628,5753
13051,13053,506.534,472120.0,0.0,0.0,-6.0,19.7,1.0,41835,2082,559,137537,3334,5898
14701,14703,59.902,13855.0,0.0,0.0,-6.0,29.4,1.0,34119,1793,1136,158598,4209,9983
14340,14342,53.747,1820.0,0.0,0.0,-5.0,-19.8,1.0,62132,2262,146,139535,1380,3191
20192,20195,159.942,96331.0,34.731,2334.0,-3.0,-19.8,1.0,80982,3904,492,172779,6922,1575
12033,12035,545.0310000000002,311268.0,58.654,11809.0,-6.0,22.4,1.0,6694,5857,1011,200379,4977,8356
12699,12701,3.159,32.0,0.0,0.0,-5.0,29.4,0.0,66694,8104,4988,223239,2945,5677
19558,19561,637.488,194960.0,453.214,48800.0,-3.0,-19.8,0.0,67743,5121,4748,293680,1971,695
15200,15202,540.0529999999999,561129.0,12.154000000000002,2035.0,-5.0,-19.8,1.0,106469,3266,639,32822,3426,9306
11675,11677,37.533,7028.0,24.176,1685.0,-7.0,28.0,0.0,123356,4989,568,146699,2132,8649
7373,7374,171.342,119903.0,0.0,0.0,-6.0,25.2,1.0,3612,4399,2962,153311,2503,8804
18098,18101,174.02700000000004,105722.0,331.121,57781.0,-3.0,29.0,1.0,60833,3873,1178,18664,3052,2604
14786,14788,18.889,6252.0,0.0,0.0,-6.0,29.8,1.0,73878,1831,744,163015,1666,4372
14024,14026,603.2099999999998,677584.0,0.0,0.0,-3.0,-19.8,1.0,10927,4701,1615,143839,3759,657
21446,21449,52.091,44617.0,0.0,0.0,-7.0,24.8,0.0,67708,3139,1127,141999,2694,5516
9642,9644,32.309,397.0,7.851,122.0,-7.0,27.6,1.0,64749,3348,1221,288662,2734,1499
19107,19110,0.0,0.0,6.384,240.0,-7.0,23.0,0.0,34193,9036,3975,137564,6257,3150
18228,18231,3871.46,2047469.0,95.411,8340.0,-5.0,-19.8,1.0,77788,1857,1686,171838,3298,6689
5552,5553,370.526,230310.0,313.258,64520.0,-3.0,-19.8,0.0,31442,2064,354,177797,4178,3547
3124,3124,64.119,38989.0,0.0,0.0,-7.0,25.0,0.0,88839,3701,3617,137715,2156,978
7228,7229,5.651,68.0,0.0,0.0,-3.0,-19.8,1.0,90288,3828,3977,49532,6841,4030
19733,19736,27.634,8496.0,0.0,0.0,-6.0,27.8,0.0,110300,5670,2403,211792,1222,6252
4611,4612,55.03100000000001,68393.0,0.0,0.0,-7.0,-19.9,0.0,38922,5228,3517,241839,6302,2216
18080,18083,10626.065,3450392.0,1200.158,170001.0,-3.0,25.8,0.0,101017,3982,2116,144694,2771,526
12585,12587,3.4760000000000004,37.0,8.788,139.0,-8.0,24.4,1.0,103849,96,2155,181642,761,9751
11620,11622,764.7560000000002,103499.0,9.702,113.0,-4.0,18.2,0.0,77815,1320,1580,89229,3344,1348
18381,18384,580.606,536850.0,0.0,0.0,-3.0,-19.8,0.0,101197,431,3267,200766,4951,6012
5282,5283,31.237,8952.0,0.0,0.0,-4.0,-19.8,0.0,101029,9324,458,200474,205,4590
19906,19909,0.0,0.0,57.606,7941.0,-4.0,3.8,0.0,81449,6556,3147,164310,791,11910
15151,15153,757.913,675500.0,0.0,0.0,-6.0,29.4,1.0,2881,3690,2882,155843,1577,8286
21050,21053,222.063,21079.0,0.0,0.0,-4.0,23.0,1.0,41765,3994,3820,14947,3486,4320
10618,10620,36.819,17098.0,0.0,0.0,-6.0,29.4,1.0,43994,1670,1916,108537,3155,14376
71,71,269.737,210688.0,13.538,283.0,-7.0,-20.0,1.0,5073,686,785,214383,3631,2968
2191,2191,1127.879,289259.0,139.369,21827.0,-4.0,28.0,0.0,68310,3535,1437,172547,3930,2506
106,106,95.7,22667.0,0.0,0.0,-7.0,26.8,1.0,47380,4249,2725,293762,1490,1898
17462,17465,64.60600000000001,20423.0,0.0,0.0,-6.0,25.8,1.0,94212,3266,3631,185374,3931,5465
3670,3670,6.109,156.0,0.0,0.0,-3.0,-19.7,1.0,46895,4539,652,195318,4420,1085
5790,5791,24.811,22629.0,374.366,44648.0,-4.0,-19.8,0.0,91246,1943,2540,160456,4084,5074
3889,3890,12.624,77.0,0.0,0.0,-6.0,29.2,0.0,133992,4763,2406,24456,1271,3219
16518,16521,36.18,8053.0,0.0,0.0,-5.0,-19.8,0.0,80487,798,1427,105586,386,4370
6224,6225,293.462,139323.0,0.0,0.0,-3.0,-19.8,0.0,89093,6522,3180,242406,1157,2623
1076,1076,2.137,18.0,0.0,0.0,-6.0,29.8,0.0,71882,4884,2891,204548,3426,420
6885,6886,0.0,0.0,2.345,48.0,-7.0,22.7,0.0,73537,952,488,26294,2089,2413
5875,5876,48.244,29494.0,0.0,0.0,-4.0,-19.8,1.0,82429,3868,846,186385,4121,20
19871,19874,28.3,605.0,0.0,0.0,-4.0,27.8,0.0,95356,476,1256,46059,4904,2607
17867,17870,365.35,49605.0,244.19100000000003,98103.0,-4.0,-19.8,0.0,31246,188,681,236208,2093,5786
8899,8901,59.755,22298.0,4.171,39.0,-7.0,24.6,0.0,55077,9956,3707,195484,2146,4156
3488,3488,2025.341,593678.0,17.326,2012.0,-6.0,24.0,1.0,2819,2831,2997,158700,181,9852
2546,2546,220.439,29603.0,0.0,0.0,-4.0,22.0,0.0,90442,2951,1427,135500,2577,4477
21337,21340,96.51,58156.0,0.0,0.0,-4.0,-19.8,0.0,36563,4756,35,158803,1495,6936
14231,14233,777.2919999999998,784667.0,0.0,0.0,-7.0,26.6,0.0,24108,1501,1316,76442,4606,11111
6473,6474,12.73,6193.0,0.0,0.0,-4.0,-19.8,1.0,64717,471,1628,147982,1660,222
17223,17226,5.1720000000000015,85.0,0.0,0.0,-6.0,29.4,0.0,139505,4404,1457,222796,6216,8448
21183,21186,44.283,34300.0,0.0,0.0,-3.0,-19.8,0.0,43614,1708,3548,295511,909,14475
2648,2648,48.554,4231.0,0.0,0.0,-4.0,-19.9,0.0,31039,754,844,72782,1319,1946
17767,17770,666.755,423074.0,718.8109999999997,446203.0,-7.0,28.0,1.0,96200,3110,1743,215834,1980,3112
4939,4940,84.76799999999999,55462.0,74.778,5537.0,-7.0,-19.9,0.0,93786,2051,3587,159465,283,3971
17110,17113,2340.822,2172602.0,305.0900000000001,78479.0,-4.0,-19.8,0.0,73847,5139,620,115919,2653,4846
16867,16870,3604.366999999999,1408303.0,0.0,0.0,-3.0,24.6,0.0,52650,4674,379,275880,3580,6367
7574,7575,10.216,122.0,0.0,0.0,-7.0,24.8,0.0,115102,1334,144,220990,1519,1320
7629,7630,12.136,129.0,0.0,0.0,-7.0,16.2,0.0,92153,5411,805,142775,33,369
10845,10847,3.701,58.0,0.0,0.0,-6.0,17.6,0.0,82633,7824,1847,179643,312,5824
19821,19824,460.8460000000002,162616.0,20.655,296.0,-5.0,23.0,0.0,44869,386,2841,248119,2782,7764
8183,8184,33.547,653.0,0.0,0.0,-7.0,21.4,0.0,52648,3402,2639,257562,210,11359
2424,2424,251.924,119328.0,0.0,0.0,-5.0,-19.8,1.0,3560,903,2175,114497,1241,2100
16520,16523,157.03499999999997,54695.0,0.0,0.0,-3.0,28.4,0.0,93959,3626,2495,204271,2293,9709
1777,1777,660.7360000000001,214897.0,0.0,0.0,-6.0,24.0,0.0,45170,3274,202,220541,5277,2440
19075,19078,227.776,167363.0,445.94999999999993,85566.0,-4.0,-19.8,0.0,88790,4225,501,118226,3708,960
3911,3912,6.8820000000000014,46.0,0.0,0.0,-4.0,-19.9,0.0,45542,4980,2486,136730,2440,5436
16000,16003,21607.333000000006,4710886.0,2364.5489999999995,239513.0,-4.0,-19.8,0.0,82879,3403,757,226305,421,9579
1584,1584,132.298,33599.0,0.0,0.0,-4.0,-19.8,0.0,4889,3643,1115,108479,2184,10658
13694,13696,449.32000000000005,77829.0,0.0,0.0,-6.0,-19.8,1.0,71108,3448,4014,151299,4626,4872
4630,4631,60.049,48624.0,0.0,0.0,-6.0,-19.8,0.0,97077,5051,3200,104376,3774,1779
5950,5951,404.547,399747.0,0.0,0.0,-6.0,28.8,1.0,104403,2798,292,246839,3011,5458
4186,4187,114.377,55504.0,0.0,0.0,-7.0,27.2,0.0,18606,1570,463,197962,4336,3643
4139,4140,96.999,22151.0,9.14,63.0,-3.0,-19.8,1.0,92934,3107,1069,234439,1724,487
13463,13465,75.417,21161.0,0.0,0.0,-3.0,-19.9,0.0,145959,5095,1612,229235,3344,8456
22744,22747,16.500999999999998,19003.0,0.0,0.0,-3.0,24.6,0.0,65969,3020,3634,268891,3635,8921
16433,16436,251.221,67330.0,0.0,0.0,-6.0,25.2,0.0,44784,1190,1584,19153,1008,2548
8958,8960,44.777,6134.0,0.0,0.0,-6.0,24.4,1.0,70585,3148,1672,200128,4391,2782
4531,4532,18.817,245.0,0.0,0.0,-3.0,-19.8,0.0,2178,1618,81,152584,3573,2092
224,224,39.576,18601.0,82.32700000000001,15571.0,-3.0,-19.9,0.0,50562,8550,4326,130255,683,6683
21123,21126,10.223,5846.0,0.0,0.0,-3.0,-19.8,0.0,74352,3989,3465,147055,671,8469
10973,10975,7.157,36.0,0.0,0.0,-6.0,-19.8,0.0,114555,2869,3845,283718,85,2496
9920,9922,8.164,390.0,0.0,0.0,-3.0,29.4,0.0,107131,3901,1152,108903,1984,3396
17782,17785,0.0,0.0,12.454,1790.0,-7.0,20.6,1.0,48560,2662,1178,236913,4236,1559
23551,23554,30.1,22977.0,0.0,0.0,-7.0,29.4,1.0,80362,383,2350,196136,4116,500
11848,11850,69.983,44241.0,5.516,36.0,-4.0,-19.8,1.0,46979,4821,205,36321,2274,3147
5563,5564,8.35,117.0,0.0,0.0,-4.0,2.9,0.0,87614,3401,1811,23539,3582,12254
8883,8885,318.529,82643.0,0.0,0.0,-7.0,14.8,1.0,72793,2842,2524,281308,6896,1431
13520,13522,9.815,163.0,0.0,0.0,-6.0,13.0,0.0,48950,4729,105,174277,2294,4983
15569,15572,0.0,0.0,1216.2780000000002,87168.0,-8.0,10.0,1.0,74988,2417,994,23763,5203,8180
6508,6509,185.354,87857.0,0.0,0.0,-4.0,-19.9,1.0,62739,734,3512,224022,4180,5560
5978,5979,24.394,3246.0,0.0,0.0,-6.0,28.0,1.0,19976,5459,226,14084,2436,1270
5108,5109,2533.193,1669528.0,188.263,23983.0,-6.0,24.0,0.0,76134,1948,1306,109649,3602,5867
19335,19338,8818.281000000003,6438750.0,64.01600000000002,8377.0,-7.0,28.2,0.0,77536,4339,3277,94737,4587,9128
22510,22513,61.178000000000004,19209.0,0.0,0.0,-6.0,27.4,0.0,79204,224,1599,261792,5632,997
23035,23038,210.019,209258.0,0.0,0.0,-6.0,27.3,1.0,73263,3414,1363,178297,3203,2457
12362,12364,2.255,13.0,0.0,0.0,-4.0,-19.8,0.0,60402,493,3145,176676,1297,8873
12304,12306,91.48700000000001,15610.0,0.0,0.0,-8.0,14.8,1.0,121323,4075,3533,208341,4090,2513
22506,22509,0.0,0.0,7.636,90.0,-5.0,25.0,1.0,62639,4394,1491,203377,1595,3700
4955,4956,2.208,45.0,0.0,0.0,-3.0,-19.8,1.0,69011,3278,3048,138377,4145,8797
5231,5232,31.45,8170.0,0.0,0.0,-4.0,28.6,0.0,78573,3587,1551,253503,3852,5659
1782,1782,296.164,203160.0,0.0,0.0,-5.0,-19.8,0.0,90315,7521,236,274195,4107,5111
19426,19429,370.859,110949.0,0.0,0.0,-3.0,-19.7,0.0,61107,780,1409,119504,2031,8164
