,Unnamed: 0,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,User_Satisfaction,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE
7,7,2.099,36.0,0.0,0.0,-7.0,29.4,0.0,22758,4086,83,167291,2777,10391
13998,14000,367.466,76078.0,52.21499999999999,9824.0,-7.0,27.4,0.0,93133,3383,1576,200755,4347,8726
9523,9525,71.233,91454.0,0.0,0.0,-3.0,29.2,0.0,86609,4161,1713,282456,2325,5098
8511,8512,279.459,138286.0,18.585,1612.0,-6.0,25.0,1.0,72363,5192,4061,16229,3651,1369
7841,7842,31.795,75968.0,0.0,0.0,-5.0,29.2,0.0,61292,1448,875,187444,2212,9579
6816,6817,29.617,8607.0,0.0,0.0,-5.0,28.2,0.0,36112,5207,3073,164374,2892,2316
6334,6335,76.425,40795.0,76.632,14414.0,-3.0,15.2,1.0,126076,1776,2854,23742,656,7465
14213,14215,34.074,15518.0,0.0,0.0,-5.0,-19.8,0.0,39466,3597,1226,142658,4994,5497
3349,3349,11.642,144.0,0.0,0.0,-6.0,28.0,0.0,63793,7572,2770,90815,2355,2573
10531,10533,36.694,12820.0,0.0,0.0,-3.0,-19.8,0.0,69787,3694,480,238657,1739,14626
12839,12841,1438.1890000000005,629485.0,267.64700000000005,16257.0,-3.0,-19.8,0.0,66682,2186,801,107594,382,1144
4992,4993,34.147,15780.0,0.0,0.0,-3.0,-19.8,0.0,144061,6863,2272,112703,5887,4602
7982,7983,161.42,93691.0,0.0,0.0,-6.0,29.8,0.0,63994,4892,721,41978,1746,12243
10402,10404,2.286,14.0,0.0,0.0,-3.0,29.0,0.0,131864,5867,2013,158263,1489,528
21103,21106,561.637,199061.0,3.733,76.0,-5.0,29.0,1.0,36844,2828,1483,11668,2214,2054
10035,10037,19.747,2806.0,0.0,0.0,-6.0,29.0,1.0,92385,4695,824,54981,4688,6000
20569,20572,6224.406,3581118.0,1268.56,185169.0,-6.0,21.5,0.0,90761,2747,4815,151312,4236,8962
2212,2212,18.336,2094.0,0.0,0.0,-7.0,26.8,1.0,8443,4544,833,296266,3937,5210
6689,6690,52.208,34315.0,0.0,0.0,-4.0,-19.8,0.0,107829,4019,136,217458,2440,2778
17594,17597,11.574000000000002,72.0,4.553,20.0,-7.0,28.2,1.0,143361,2894,4793,125938,4007,2052
985,985,239.001,206165.0,0.0,0.0,-8.0,25.2,0.0,46008,477,190,205133,3619,6734
15576,15579,639.386,581133.0,2.471,1153.0,-7.0,26.6,1.0,50791,1124,2605,5019,2440,2947
18823,18826,7.5429999999999975,135.0,0.0,0.0,-3.0,-19.8,1.0,88233,5355,1126,170050,1489,763
168,168,16.532,8921.0,0.0,0.0,-6.0,27.2,0.0,56097,215,748,242609,3682,5008
22064,22067,54.05200000000001,17679.0,0.0,0.0,-5.0,-19.8,0.0,57549,3296,1617,23708,1910,1799
21864,21867,41.823,4148.0,0.0,0.0,-7.0,25.0,1.0,118240,5590,1867,146856,5840,7716
17065,17068,19.59,27510.0,0.0,0.0,-6.0,26.6,0.0,114660,909,890,224568,2725,2596
23030,23033,149.07399999999996,64208.0,37.403,16067.0,-4.0,22.6,0.0,70536,3951,1432,202711,3366,7385
13574,13576,14.439999999999998,175.0,0.0,0.0,-7.0,28.2,1.0,4433,4955,1458,222178,2120,5645
7145,7146,36.726,28123.0,0.0,0.0,-4.0,-19.9,1.0,47602,6135,120,150009,663,2644
1558,1558,264.10900000000004,240963.0,0.0,0.0,-3.0,25.4,0.0,101093,2180,33,255800,28,414
16287,16290,15.641000000000002,182.0,0.0,0.0,-6.0,28.6,0.0,62708,7743,3710,106711,4137,5622
3493,3493,176.475,81733.0,111.126,22705.0,-7.0,22.8,0.0,138787,4716,1570,185532,3901,4215
6544,6545,881.35,279843.0,0.0,0.0,-6.0,29.3,1.0,30468,732,2203,235773,6506,3257
13546,13548,62.00899999999999,38930.0,0.0,0.0,-6.0,28.8,0.0,128444,2390,1571,132735,1910,1135
2517,2517,3.382,42.0,0.0,0.0,-6.0,12.8,1.0,66251,5823,110,286605,715,4374
20026,20029,19.432,8313.0,0.0,0.0,-7.0,24.4,1.0,118274,1142,324,129573,2580,522
5802,5803,1228.68,1071177.0,58.93600000000001,7975.0,-5.0,-19.7,1.0,71146,9509,1650,46970,6615,1205
3025,3025,81.62899999999998,71977.0,0.0,0.0,-6.0,28.2,0.0,95787,4445,1606,175128,1745,8094
16423,16426,0.0,0.0,2.369,42.0,-6.0,28.8,0.0,95033,4182,16,117934,2241,8882
12560,12562,3.138,136.0,0.0,0.0,-3.0,-19.8,1.0,83526,2077,258,233180,1910,7869
18321,18324,51.90600000000001,41066.0,0.0,0.0,-3.0,-19.7,0.0,87852,4312,2047,118535,4887,3606
13319,13321,922.8639999999999,733829.0,0.0,0.0,-6.0,28.4,1.0,42406,2887,2891,18789,2959,14841
14402,14404,438.14699999999993,201558.0,0.0,0.0,-3.0,-19.8,0.0,88263,3030,1419,10056,6857,8536
4528,4529,924.602,381100.0,0.0,0.0,-6.0,28.4,0.0,58344,4052,3470,157914,1642,7069
15691,15694,163.53000000000003,73178.0,22.964,2361.0,-3.0,-19.7,1.0,49967,9946,2191,237268,5130,3130
5559,5560,1730.8010000000004,862171.0,6.981,1778.0,-8.0,21.4,1.0,64256,3305,2519,169255,3398,3206
13026,13028,17.766,150.0,0.0,0.0,-8.0,28.5,0.0,58358,1011,2094,120517,3618,6280
22789,22792,8.567,214.0,0.0,0.0,-3.0,29.2,0.0,86534,9534,3175,129803,2352,2593
17249,17252,2.258,34.0,0.0,0.0,-3.0,27.2,0.0,84915,3761,4661,118702,1091,9520
4790,4791,655.4739999999998,198151.0,0.0,0.0,-3.0,-19.9,0.0,81940,526,2463,8356,679,3975
13481,13483,2.576,32.0,0.0,0.0,-4.0,28.0,0.0,62425,5282,289,263595,6287,4317
17296,17299,142.38,132567.0,0.0,0.0,-4.0,-19.9,0.0,62042,5673,2100,88945,2777,10008
17484,17487,1073.6260000000002,529238.0,48.812,4690.0,-4.0,-19.8,1.0,84743,5270,3131,145386,4805,1525
7474,7475,0.0,0.0,166.075,40097.0,-7.0,28.0,1.0,68000,6481,660,122587,1612,1753
6455,6456,748.409,307476.0,40.51300000000001,14279.0,-6.0,28.2,0.0,102393,2668,4839,183418,4240,4725
19194,19197,2527.024000000001,1136023.0,10.68,228.0,-8.0,23.7,1.0,44091,2855,201,155347,1525,9339
14207,14209,67.77600000000001,78808.0,0.0,0.0,-5.0,26.0,1.0,88720,6270,2316,226119,2210,1433
21916,21919,199.667,121780.0,36.889,4321.0,-6.0,29.4,0.0,31495,3941,1264,179929,3551,2513
7756,7757,197.556,187637.0,4.217,71.0,-7.0,21.4,0.0,145417,2175,1281,71002,701,2937
7069,7070,973.097,891251.0,20.998,937.0,-6.0,29.6,0.0,76995,2715,991,287984,4137,4446
14112,14114,13.132,198.0,0.0,0.0,-3.0,29.4,0.0,49803,4722,2187,200109,3303,3717
19382,19385,37.712,12817.0,2.125,90.0,-3.0,2.5,0.0,94799,2351,2369,131179,4198,5801
1222,1222,69.104,108358.0,0.0,0.0,-7.0,29.6,0.0,31917,1980,4608,164867,1951,14818
8648,8649,2.113,17.0,0.0,0.0,-5.0,26.0,0.0,57383,3471,953,117144,2386,969
6749,6750,5.2570000000000014,87.0,0.0,0.0,-3.0,-19.8,1.0,39552,681,2644,194765,631,971
16584,16587,16.820999999999998,20337.0,0.0,0.0,-7.0,21.8,1.0,59699,769,34,143099,3234,707
23096,23099,3.567,49.0,0.0,0.0,-7.0,21.0,0.0,47593,294,1485,195396,2562,1514
22162,22165,5.8260000000000005,48.0,0.0,0.0,-6.0,27.2,0.0,105113,9949,4962,182891,1861,9798
9217,9219,25.283,4827.0,23.536,8074.0,-6.0,28.6,0.0,83554,7026,985,250820,3355,2922
7665,7666,423.075,316943.0,2.3280000000000003,30.0,-7.0,26.2,0.0,129789,4042,941,160657,961,2551
8652,8653,46.831,18164.0,2.307,44.0,-6.0,26.2,0.0,147843,5012,3159,144492,1957,8606
5125,5126,321.995,197287.0,37.39,9723.0,-7.0,-19.9,1.0,62618,4339,722,168475,3989,197
15019,15021,16013.914,11209509.0,19016.355000000003,3229932.0,-7.0,15.2,0.0,74424,2778,979,180342,2683,5374
20890,20893,98.672,31517.0,0.0,0.0,-7.0,22.2,1.0,131833,5914,1215,121209,6640,2339
11390,11392,0.0,0.0,240.94600000000003,12802.0,-5.0,-19.8,0.0,117982,6253,767,295004,4349,3577
21135,21138,19.913,7179.0,0.0,0.0,-6.0,29.8,0.0,60788,3569,43,154634,3625,4336
302,302,245.907,76936.0,35.384,1350.0,-5.0,-19.9,0.0,37833,1249,2320,172591,568,14244
9051,9053,5.367000000000001,53.0,0.0,0.0,-7.0,24.6,0.0,57715,312,3778,96992,2566,3286
16686,16689,405.67800000000005,155566.0,9.731,1211.0,-6.0,25.7,0.0,102929,6442,1055,270676,179,113
17021,17024,12.729,133.0,0.0,0.0,-7.0,20.5,0.0,57720,7707,1252,230140,4106,11767
12852,12854,9.216000000000001,260.0,0.0,0.0,-3.0,-19.7,0.0,47515,6286,1935,113441,3213,10662
10569,10571,218.743,70933.0,0.0,0.0,-5.0,-19.9,1.0,99620,4010,835,91632,6731,1352
12845,12847,1455.55,2773863.0,0.0,0.0,-6.0,27.7,1.0,11371,7498,1883,24122,4911,3754
13243,13245,315.574,61940.0,24.624000000000002,2192.0,-6.0,29.6,0.0,72459,7086,1263,112421,3506,5910
22399,22402,39.257,12240.0,30.412,1166.0,-7.0,25.0,0.0,98501,3646,429,216490,2317,3002
3070,3070,28.28,890.0,0.0,0.0,-4.0,-19.8,0.0,87742,2852,2374,2629,2385,1284
11840,11842,8.39,3227.0,0.0,0.0,-3.0,21.4,0.0,118809,5875,1738,275460,2177,2175
17607,17610,98.178,53064.0,19.758,5756.0,-7.0,21.4,0.0,69237,3608,24,181432,708,630
13611,13613,1704.1179999999995,1063382.0,297.281,51536.0,-4.0,16.4,1.0,107706,4644,2773,154492,6403,1989
3516,3516,47.378,12906.0,4.384,155.0,-6.0,27.0,1.0,104856,3422,1819,174283,187,11644
18420,18423,125.185,26229.0,4.362,47.0,-3.0,28.0,0.0,63652,3115,1913,206492,1049,2541
18881,18884,0.0,0.0,12.671,1045.0,-5.0,-19.9,1.0,132232,4247,235,106929,4506,9866
18673,18676,1960.441,724552.0,73.51899999999998,7812.0,-7.0,25.3,1.0,98361,2354,666,171410,248,4584
6980,6981,171.08599999999996,103116.0,0.0,0.0,-3.0,25.2,0.0,53662,2198,320,11934,13,1394
23404,23407,55.606,30833.0,0.0,0.0,-5.0,-19.8,1.0,45545,1915,399,212933,1374,8114
2074,2074,36.249,16442.0,0.0,0.0,-4.0,-19.8,0.0,93190,3392,1857,104993,1088,2664
2167,2167,426.338,135242.0,36.778,37117.0,-6.0,24.0,0.0,62371,6577,2265,195821,6580,12143
20412,20415,323.25700000000006,62744.0,0.0,0.0,-4.0,-19.9,0.0,71947,2669,1204,162308,4632,13577
4709,4710,4.348,76.0,0.0,0.0,-6.0,22.4,0.0,12986,2429,2633,155040,4816,3512
12629,12631,2.075,52.0,0.0,0.0,-7.0,18.8,0.0,65025,2028,4723,260941,985,760
20319,20322,41.381,24877.0,2.438,17.0,-3.0,29.2,1.0,105781,3383,2494,4941,4082,5368
23674,23677,1820.504,1089792.0,57.931,8775.0,-3.0,-19.8,0.0,97316,354,3859,7071,5875,8454
12377,12379,48.501999999999995,8215.0,0.0,0.0,-5.0,29.8,1.0,75944,1361,1350,178569,3287,8851
12442,12444,230.65,70133.0,33.616,4047.0,-6.0,28.8,0.0,123238,4651,1700,115183,270,6225
20348,20351,3544.0730000000012,2945829.0,32.865,16281.0,-7.0,-19.9,0.0,41544,3140,3113,214692,4933,8703
10694,10696,14.965,368.0,0.0,0.0,-6.0,22.0,0.0,59378,2311,3707,10732,1663,2220
5842,5843,250.547,124536.0,257.257,29555.0,-3.0,-19.8,0.0,99544,2456,117,142361,256,6720
14443,14445,4661.975,2103884.0,422.556,36129.0,-3.0,-19.8,0.0,98317,849,1447,182348,3468,2117
12522,12524,26.171999999999997,13865.0,0.0,0.0,-7.0,23.8,0.0,78264,1810,44,213950,3574,1418
12919,12921,139.106,116476.0,0.0,0.0,-3.0,28.0,1.0,7868,1640,2187,122082,2614,2156
13929,13931,2288.201,2336850.0,327.75600000000014,79424.0,-7.0,28.0,0.0,866,1884,2600,192557,2050,9057
11664,11666,25.844,3789.0,0.0,0.0,-4.0,28.0,0.0,99275,4243,2064,19810,2441,2108
12163,12165,3522.134,1676836.0,0.0,0.0,-6.0,29.8,0.0,77042,3187,2378,277913,1531,2182
22387,22390,3.2430000000000003,17.0,118.72199999999998,26177.0,-4.0,-19.8,0.0,53787,2934,570,150495,2746,5288
21360,21363,240.184,169047.0,6.584,105.0,-5.0,-19.8,0.0,73129,4598,3472,9783,3191,2049
1691,1691,144.834,160669.0,0.0,0.0,-5.0,-19.8,0.0,134509,2534,887,129457,252,937
11453,11455,644.0980000000002,330168.0,238.511,31459.0,-5.0,-19.9,0.0,88631,2715,4529,117928,4712,1690
12777,12779,986.4019999999997,504255.0,0.0,0.0,-3.0,29.8,1.0,71945,5656,518,140476,4387,4015
6952,6953,0.0,0.0,3.471,111.0,-3.0,-19.8,0.0,58126,1255,3562,201033,763,243
3845,3846,47.56800000000001,1354.0,0.0,0.0,-7.0,23.8,0.0,66456,3813,3833,28929,3055,13191
5518,5519,130.879,122480.0,0.0,0.0,-7.0,22.0,0.0,128804,5707,1854,139981,1092,1756
22093,22096,3242.276,2782537.0,0.0,0.0,-6.0,27.5,0.0,34231,4422,2878,153850,4152,2036
7071,7072,2258.831,1926260.0,72.416,12784.0,-3.0,-19.8,1.0,44898,3912,224,118923,2468,13724
18024,18027,16.722,3752.0,0.0,0.0,-8.0,27.2,1.0,75997,8171,3763,113612,4572,3075
11805,11807,1415.2759999999994,960847.0,407.711,127494.0,-6.0,28.2,1.0,98025,1558,716,236646,2512,8906
10092,10094,3233.63,1489512.0,5.32,31.0,-6.0,24.0,0.0,92202,64,1222,158612,2618,3809
9703,9705,25.314,1336.0,0.0,0.0,-3.0,-19.8,1.0,63828,2440,1599,156101,3650,4856
12756,12758,67.27199999999999,12332.0,0.0,0.0,-3.0,28.4,0.0,106352,2998,1265,239049,3575,3744
5415,5416,107.35,10921.0,0.0,0.0,-6.0,27.2,0.0,69184,2982,517,139297,5720,6678
17436,17439,35.3,5780.0,0.0,0.0,-7.0,28.6,1.0,82358,5189,5,185979,3282,5054
14850,14852,711.78,585952.0,0.0,0.0,-6.0,26.8,1.0,91481,9101,2746,218939,1977,1069
304,304,11.02,2366.0,0.0,0.0,-7.0,21.4,1.0,95290,1185,28,97154,6520,8197
21665,21668,0.0,0.0,3.295,43.0,-6.0,25.6,0.0,71298,3837,1082,159357,4865,1379
20512,20515,1614.8639999999998,1176998.0,199.701,26541.0,-5.0,-19.8,0.0,77458,1121,2472,167386,1094,2003
23693,23696,51.57100000000001,8063.0,22.329,411.0,-3.0,20.4,1.0,95855,6390,494,221639,3494,6081
14271,14273,10.248,3888.0,0.0,0.0,-4.0,25.6,0.0,62529,8486,3307,108040,4510,5932
21177,21180,239.96,211561.0,0.0,0.0,-8.0,22.5,1.0,52244,5183,3579,205115,2264,1988
12514,12516,285.4009999999999,124360.0,0.0,0.0,-3.0,-19.8,0.0,66368,477,2589,30191,429,1786
5116,5117,2.577,63.0,0.0,0.0,-3.0,-19.8,1.0,123300,2289,2182,187290,3068,6090
479,479,203.133,70692.0,4.84,407.0,-13.0,8.5,0.0,88414,1496,1233,242688,2462,5375
11577,11579,250.622,101789.0,0.0,0.0,-3.0,3.0,0.0,67741,3199,2825,251495,4686,4031
8408,8409,161.977,169736.0,0.0,0.0,-3.0,-19.8,0.0,114888,1224,247,212120,2320,4689
15471,15474,14.464,340.0,0.0,0.0,-6.0,26.6,0.0,52616,477,405,261034,835,1442
5737,5738,77.066,1523.0,0.0,0.0,-7.0,18.0,0.0,77785,5128,1986,192651,1517,4954
8495,8496,740.095,278633.0,2074.328,191502.0,-6.0,-19.8,1.0,31118,3225,1576,118776,1630,4607
21872,21875,10.873,104.0,0.0,0.0,-6.0,26.2,1.0,84669,2903,2751,166358,1923,3912
13680,13682,3516.949999999999,1530309.0,1000.959,226251.0,-3.0,29.8,0.0,106236,1337,2837,160968,1807,3453
218,218,25.512,23250.0,0.0,0.0,-3.0,-19.8,0.0,44356,4755,3856,163908,5239,3029
3545,3545,2.405,51.0,0.0,0.0,-7.0,19.7,0.0,50867,5721,1650,15322,806,3489
19932,19935,106.041,128455.0,0.0,0.0,-4.0,29.4,0.0,83799,2987,962,93397,1563,2959
11569,11571,1198.197,409897.0,0.0,0.0,-5.0,29.0,1.0,56754,4572,1445,168004,1771,1321
21176,21179,189.639,165549.0,0.0,0.0,-6.0,25.6,0.0,80612,5161,1066,212229,4469,8334
8208,8209,52.518,24402.0,10.556,58.0,-5.0,25.0,1.0,50908,2968,1242,9501,2566,3497
10403,10405,186.54,85457.0,0.0,0.0,-6.0,28.2,1.0,92869,3669,1766,15370,4594,4211
9414,9416,3378.923,1001515.0,0.0,0.0,-7.0,27.2,0.0,64241,3798,1202,24855,153,2884
2427,2427,0.0,0.0,53.87,17549.0,-7.0,13.0,1.0,141245,5292,2466,181079,3753,9232
2282,2282,50.305,22403.0,0.0,0.0,-7.0,28.8,0.0,60883,363,1825,288219,3440,9644
18440,18443,949.967,466001.0,2.327,28.0,-6.0,26.6,0.0,91153,719,462,151465,1735,2657
1357,1357,44.487,30781.0,0.0,0.0,-6.0,27.2,0.0,76706,871,557,154902,2635,5212
774,774,83.126,116698.0,0.0,0.0,-6.0,27.8,0.0,94857,1420,3203,136387,3480,468
696,696,152.398,60519.0,0.0,0.0,-7.0,20.6,1.0,38287,1536,3075,180095,3517,5144
19485,19488,135.525,26977.0,9.149,126.0,-6.0,26.2,0.0,13505,2839,666,145309,1199,9945
2491,2491,107.764,97777.0,0.0,0.0,-6.0,29.6,1.0,76988,6947,1946,145121,1140,1620
17713,17716,193.613,91820.0,96.077,4580.0,-7.0,22.0,0.0,106405,2408,494,60518,3783,3530
2399,2399,209.604,32452.0,0.0,0.0,-4.0,-19.8,0.0,83854,1426,2178,143398,3591,2852
15948,15951,257.77,99522.0,115.272,8695.0,-4.0,-19.8,1.0,19109,2564,1293,186678,4457,1972
502,502,1302.554,645591.0,22.762,5342.0,-6.0,28.0,0.0,73068,2370,1067,158972,517,1980
13215,13217,1914.432,1673959.0,324.485,112537.0,-6.0,28.2,0.0,59054,4974,3260,128592,3607,2858
19004,19007,122.439,57805.0,0.0,0.0,-4.0,28.6,0.0,108063,5331,2857,123199,1149,5151
8942,8944,220.491,48898.0,0.0,0.0,-8.0,18.6,1.0,129745,4768,3663,54424,1256,2455
7324,7325,164.31099999999995,118999.0,10.862,1209.0,-4.0,-19.8,0.0,99545,3694,1964,176241,2337,9404
12125,12127,2.605,22.0,0.0,0.0,-6.0,27.0,0.0,109921,3200,850,8721,2873,2535
795,795,70.45,27722.0,0.0,0.0,-4.0,-19.9,0.0,55970,5760,859,212288,420,8186
20649,20652,9.358,143.0,0.0,0.0,-3.0,-19.8,0.0,58440,4980,1121,52637,3141,2972
11580,11582,27.480000000000004,230.0,0.0,0.0,-6.0,29.2,0.0,70846,2304,4814,282442,3164,4939
3844,3845,672.322,266463.0,70.499,10742.0,-3.0,-19.8,1.0,72629,3257,1800,111154,6365,5086
21556,21559,0.0,0.0,218.221,37631.0,-4.0,2.2,0.0,45513,835,1899,21043,1602,3618
10108,10110,2122.426,1140055.0,154.805,28833.0,-7.0,29.0,1.0,38142,5901,3179,95907,4207,9418
22081,22084,416.38700000000006,393190.0,0.0,0.0,-5.0,-19.9,0.0,68632,7873,1709,167804,1729,2725
14917,14919,862.1490000000001,237895.0,255.88100000000003,32640.0,-4.0,21.6,0.0,15362,3499,1913,154870,1484,917
32,32,91.337,46732.0,43.995,1076.0,-7.0,23.2,0.0,95230,1704,1040,143901,167,4526
19468,19471,9.718,57.0,0.0,0.0,-7.0,21.2,0.0,73128,776,2248,218145,2109,6020
9086,9088,34.527,26985.0,0.0,0.0,-3.0,-19.8,0.0,90326,2278,2579,178141,4586,1628
22968,22971,2.53,12.0,0.0,0.0,-4.0,28.0,0.0,96296,1312,4686,141789,2814,1255
21969,21972,2.121,11.0,0.0,0.0,-7.0,24.0,1.0,110481,4127,3537,23873,4091,1966
15141,15143,0.0,0.0,6.3889999999999985,53.0,-3.0,-19.8,0.0,63927,584,1349,178308,4300,3912
11071,11073,36.21100000000001,49434.0,2.379,29.0,-7.0,26.8,1.0,94298,3701,593,184818,4209,13869
22518,22521,4.337,53.0,0.0,0.0,-6.0,19.8,0.0,43375,1171,2020,43970,4170,10247
19364,19367,134.444,75088.0,650.8530000000002,109698.0,-6.0,29.8,0.0,72427,3630,1590,149478,3129,1989
14962,14964,12.898,174.0,0.0,0.0,-3.0,21.0,1.0,30701,7377,731,238059,3799,2515
5979,5980,9.056,42.0,0.0,0.0,-3.0,-19.8,1.0,89396,728,3096,26975,2281,2056
14810,14812,102.663,36787.0,0.0,0.0,-4.0,-19.8,0.0,111042,4175,1597,211785,3014,3109
7686,7687,56.489,39224.0,0.0,0.0,-5.0,-19.8,0.0,90729,2125,1466,234143,2802,2837
11552,11554,588.1650000000002,752563.0,25.612,17722.0,-5.0,-19.8,0.0,79970,4868,846,120256,4762,2892
14979,14981,1288.631,586610.0,3.594,570.0,-5.0,-19.8,0.0,95568,4603,1422,132131,3848,2018
13963,13965,11.34,172.0,0.0,0.0,-5.0,-19.9,1.0,75074,8492,1010,140920,1904,10021
23241,23244,1065.013,352636.0,0.0,0.0,-7.0,25.8,0.0,94021,8636,3626,273846,4494,0
15869,15872,2041.344,1274818.0,152.84499999999997,32502.0,-3.0,27.6,0.0,75509,2521,262,151301,3213,3550
12401,12403,189.22000000000003,97815.0,0.0,0.0,-4.0,-19.8,0.0,68097,1054,508,148691,2335,1312
18138,18141,32.133,17440.0,0.0,0.0,-4.0,29.4,0.0,98329,4525,3601,138631,3247,12464
8274,8275,235.232,75911.0,184.674,36268.0,-6.0,28.2,1.0,38341,242,759,10965,4821,1709
22336,22339,36.015,6927.0,0.0,0.0,-7.0,28.7,0.0,112446,4473,2232,193487,568,5375
20169,20172,536.8609999999999,161563.0,0.0,0.0,-7.0,19.6,0.0,98769,87,1765,111902,958,1798
14775,14777,25.881,560.0,0.0,0.0,-6.0,28.3,1.0,68220,5883,4315,101061,4354,4663
21215,21218,5707.345,1819960.0,71.896,3162.0,-6.0,24.2,1.0,64747,4973,1185,112151,2357,8932
21759,21762,201.486,67123.0,192.522,39022.0,-6.0,28.2,0.0,64962,6259,1288,163947,1361,5022
6958,6959,2.219,17.0,0.0,0.0,-7.0,29.8,0.0,75952,820,1646,225967,6728,3195
2781,2781,6.658,4293.0,0.0,0.0,-7.0,27.2,1.0,34234,5238,1454,155699,1996,1119
22511,22514,2878.805000000001,1104934.0,270.46299999999997,28329.0,-5.0,-19.9,0.0,77186,4524,1795,186198,722,2761
636,636,228.381,93607.0,1790.442,523539.0,-7.0,22.0,0.0,97345,1752,1718,176076,2678,7673
7300,7301,970.731,426194.0,182.565,31090.0,-4.0,29.8,0.0,90350,1782,2213,220464,3191,4706
12314,12316,1525.2900000000006,517680.0,2.513,75.0,-5.0,22.0,0.0,37908,2028,1580,117707,1778,3773
17863,17866,192.183,173648.0,0.0,0.0,-3.0,29.7,0.0,94976,1875,2863,114896,3965,7247
661,661,3360.932,1983338.0,76.85600000000002,7436.0,-5.0,-19.8,1.0,124666,988,2520,182164,4553,7842
8273,8274,123.497,64474.0,3.515,42.0,-3.0,-19.9,1.0,84689,4867,1384,247932,2960,4320
21937,21940,698.607,327737.0,75.305,3126.0,-4.0,-19.8,0.0,78876,2741,1892,142098,1072,3903
3332,3332,30.709,19896.0,0.0,0.0,-7.0,28.6,0.0,30722,3580,249,260297,4539,13707
15897,15900,560.3689999999998,610097.0,2.362,21.0,-5.0,28.6,0.0,44995,2402,1323,137676,2853,11561
12632,12634,467.39400000000006,399229.0,4.498,625.0,-6.0,28.0,1.0,95909,5931,1144,241907,2953,11228
5992,5993,2.732,38.0,0.0,0.0,-5.0,-19.8,0.0,146496,832,1136,114772,3832,3267
21266,21269,108.48200000000001,32066.0,0.0,0.0,-6.0,27.8,0.0,132618,360,1468,2788,4210,902
5811,5812,2.1590000000000003,14.0,0.0,0.0,-6.0,29.8,0.0,36587,3934,3748,112100,3965,1301
9230,9232,4.4,46.0,0.0,0.0,-7.0,29.4,0.0,91931,7016,2586,162903,3947,8419
12137,12139,223.715,320146.0,250.825,135931.0,-7.0,29.2,0.0,86844,5276,2259,158069,1850,6641
7888,7889,36.996,33518.0,0.0,0.0,-3.0,-19.7,0.0,93718,4495,3080,161005,3505,5230
14521,14523,196.326,233859.0,0.0,0.0,-3.0,19.7,0.0,108824,1441,1994,199337,6586,3167
21194,21197,2.221,71.0,2.432,12.0,-4.0,-19.8,1.0,56749,9014,3905,200646,4408,3524
8106,8107,303.768,322294.0,842.38,168529.0,-4.0,-19.8,0.0,66147,5700,448,65401,2070,3409
16082,16085,191.588,104292.0,0.0,0.0,-6.0,27.4,1.0,72483,7220,3165,138679,1346,3636
10154,10156,300.133,108997.0,0.0,0.0,-6.0,29.6,0.0,61060,4153,4338,202318,2139,4449
10533,10535,1587.249,796870.0,196.202,36925.0,-3.0,29.4,0.0,41155,6243,1101,264169,409,3784
4071,4072,51.345,19562.0,0.0,0.0,-8.0,23.0,0.0,49311,2499,1285,198400,3315,4286
14117,14119,95.87700000000001,41020.0,12.415,913.0,-7.0,29.7,1.0,88486,9290,3415,105078,2993,3902
11722,11724,33.467,759.0,0.0,0.0,-5.0,-19.8,1.0,80036,8594,1606,278235,4891,5360
1504,1504,14.512,4628.0,0.0,0.0,-6.0,27.0,1.0,78043,252,3048,69811,3327,7160
21260,21263,23.921,1154.0,21.401,342.0,-5.0,-19.9,1.0,111877,2068,1326,246754,2666,9070
6410,6411,47.916,31944.0,0.0,0.0,-4.0,23.0,0.0,59385,4928,545,102069,4159,2625
14834,14836,698.3300000000003,231868.0,9.861,1231.0,-3.0,-19.8,0.0,130159,3315,595,238694,3217,4322
20045,20048,3293.936,749946.0,0.0,0.0,-5.0,-19.9,0.0,135283,2357,1915,204570,6276,8138
6434,6435,3.234,106.0,0.0,0.0,-5.0,-19.8,0.0,32653,4006,2516,285169,1385,2263
17004,17007,136.924,54688.0,0.0,0.0,-5.0,-19.8,1.0,39522,9651,1700,162594,1366,4054
4937,4938,556.788,371207.0,3.07,353.0,-7.0,23.2,1.0,8449,2761,3368,227872,1515,5320
17101,17104,650.1270000000002,444464.0,258.008,49714.0,-3.0,-19.8,0.0,98076,3028,540,13792,2163,80
12000,12002,731.1010000000001,343107.0,54.984,20885.0,-6.0,27.4,0.0,81833,9482,857,157085,357,12873
19862,19865,374.913,141863.0,110.375,15625.0,-7.0,-19.9,0.0,78854,4222,1355,259372,6611,13977
10295,10297,399.05,61429.0,6.683,839.0,-3.0,-19.8,0.0,98695,4143,1365,91615,5387,4179
17640,17643,363.665,167877.0,0.0,0.0,-3.0,-19.8,0.0,32440,1786,1388,285318,5060,1951
19424,19427,3076.4929999999995,2198749.0,763.7330000000003,192626.0,-7.0,27.4,1.0,66705,3236,1289,137895,904,7054
